armor,classs,displayid,flags2,id,level,name,reqlevel,slot,slotbak,subclass,firstseenpatch,avgbuyout,dmgrange,dura,sellprice,popularity,contentPhase,bop,sta,str,itemset,commondrop,agi,int,spi,buyprice,def,frores,reqclass,classes,manargn,arcres,firres,natres,shares,maxcount,splheal,side,parrypct,splpwr,mlecritstrkpct,rgdcritstrkpct,mlehitpct,rgdhitpct,atkpwr,rgdatkpwr,arcsplpwr,splcritstrkpct,splpen,splhitpct,shasplpwr,dodgepct,reqfaction,reqrep,blockamount,blockpct,natsplpwr,healthrgn,cooldown,reqskill,reqskillrank,frosplpwr,firsplpwr,reqspell,speed,c,c2,n,t,ti,sourcemore,icon,s,sheathtype,dmg,q,holsplpwr,z
94,4,8732,8192,3750,30,6Ribbed Breastplate,26,5,5,2, 0,,1.00,85,2209,10,1,1,5,5,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,4,9925,8192,4968,11,7Bound Harness,7,5,5,2, 0,,1.00,55,90,12,1,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,4,28266,8192,15471,29,6Brawnhide Armor,25,5,5,2, 0,,1.00,85,2034,15,1,1,9,,,,4,,3,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,4,36480,8192,23089,63,5Tunic of Undead Slaying,58,5,5,2, 0,,1.00,100,28825,16,6,1,20,,534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,4,36015,8192,23298,68,5Knight-Captain's Leather Chestpiece,60,5,5,2, 0,,1.00,100,18600,16,6,1,22,,548,,,,,,,,8,8,,,,,,1,,,,,1,1,1,1,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,4,16876,8192,3585,22,6Camouflaged Tunic,10,5,5,2, 0,,1.00,75,953,17,1,1,6,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,4,31074,8192,16421,63,5Knight-Captain's Dragonhide Tunic,58,5,5,2, 0,,1.00,100,15039,17,2,1,14,13,381,,9,8,,,,,1024,1024,,,,,,1,,,,16,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,4,31039,8192,22879,68,5Legionnaire's Leather Chestpiece,60,5,5,2, 0,,1.00,100,18123,18,6,1,22,,522,,,,,,,,8,8,,,,,,1,,,,,1,1,1,1,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,4,8658,8192,5317,25,6Dry Moss Tunic,17,5,5,2, 0,,1.00,80,1360,20,1,1,8,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,4,17092,8192,3431,25,6Bone-studded Leather,19,5,5,2, 0,,1.00,80,1335,20,1,1,5,6,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,4,28205,8192,10827,48,6Surveyor's Tunic,43,5,5,2, 0,,1.00,85,10238,22,1,1,,11,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,4,31039,8192,16505,63,5Legionnaire's Leather Hauberk,58,5,5,2, 0,,1.00,100,14184,23,2,1,25,,347,,13,,,,,,8,8,,,,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,4,31037,8192,16504,63,5Legionnaire's Dragonhide Breastplate,58,5,5,2, 0,,1.00,100,14130,23,2,1,14,13,382,,9,8,,,,,1024,1024,,,,,,1,,,,16,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,4,28095,8192,12104,60,6Brindlethorn Tunic,,5,5,2, 0,,1.00,85,20879,27,1,1,22,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,4,16870,8192,5316,25,6Barkshell Tunic,17,5,5,2, 0,,1.00,80,1355,28,1,1,4,,,,,7,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,4,11368,8192,6085,13,6Footman Tunic,5,5,5,2, 0,,1.00,60,243,30,1,1,2,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,4,35805,8192,23294,68,5Knight-Captain's Dragonhide Chestpiece,60,5,5,2, 0,,1.00,100,18330,31,6,1,13,13,551,,12,12,,,,,1024,1024,,,,,,1,,,,15,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,8717,8192,5341,15,6Spore-covered Tunic,9,5,5,2, 0,,1.00,65,368,33,1,1,1,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,4,28233,8192,11876,56,6Plainstalker Tunic,48,5,5,2, 0,,1.00,85,16287,33,1,1,23,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,4,31529,8192,19041,48,6Pratt's Handcrafted Tunic,40,5,5,2, 0,,1.00,85,9946,37,1,1,15,6,,,7,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,4,17101,8192,3566,29,6Raptorbane Armor,22,5,5,2, 0,,1.00,85,2023,38,1,1,3,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,4,31037,8192,22877,68,5Legionnaire's Dragonhide Chestpiece,60,5,5,2, 0,,1.00,100,17987,41,6,1,13,13,539,,12,12,,,,,1024,1024,,,,,,1,,,,15,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,4,32110,8192,16549,74,4Warlord's Dragonhide Hauberk,60,5,5,2, 0,,1.00,120,33688,41,2,1,19,25,398,,14,13,,,,,1024,1024,,,,,,1,,,,21,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,4,34086,8192,21357,88,4Genesis Vest,60,5,5,2, 0,,1.00,120,128176,42,5,1,24,13,493,,12,24,11,,,,1024,1024,,,,,,,,,,28,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,4,30327,8192,16453,74,4Field Marshal's Leather Chestpiece,60,5,5,2, 0,,1.00,120,33324,43,2,1,31,,394,,26,,,,,,8,8,,,,,,1,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,4,32115,8192,16563,74,4Warlord's Leather Breastplate,60,5,5,2, 0,,1.00,120,32959,44,2,1,31,,393,,26,,,,,,8,8,,,,,,1,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,4,30327,8192,16452,74,4Field Marshal's Dragonhide Breastplate,60,5,5,2, 0,,1.00,120,33202,50,2,1,19,25,397,,14,13,,,,,1024,1024,,,,,,1,,,,21,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,4,33840,8192,21467,69,4Thick Silithid Chestguard,60,5,5,2, 0,,1.00,120,50158,54,5,1,30,15,,,21,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,4,32273,8192,19834,65,4Zandalar Madcap's Tunic,58,5,5,2, 0,,1.00,120,,55,4,1,19,,478,,,,,,,,8,8,,,,,,,,,,,2,2,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,4,32285,8192,19838,65,4Zandalar Haruspex's Tunic,,5,5,2, 0,,1.00,120,,57,4,1,15,,479,,,24,23,,,,1024,1024,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4,28837,8192,17005,27,6Boorguard Tunic,21,5,5,2, 0,,1.00,80,1632,58,1,1,6,,,,7,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,4,31986,8192,19439,71,4Interlaced Shadow Jerkin,60,5,5,2, 0,,1.00,120,56552,58,3,1,25,,,,,,,,,,,,,,,,30,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4,12794,8192,6670,27,6Panther Armor,20,5,5,2, 0,,1.00,80,1672,59,1,1,,2,,,9,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,4,31531,8192,19042,48,6Jangdor's Handcrafted Tunic,40,5,5,2, 0,,1.00,85,9984,59,1,1,15,6,,,7,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,4,34305,8192,21680,78,4Vest of Swift Execution,60,5,5,2, 0,,1.00,120,79870,59,5,1,20,21,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,4,30819,8192,18478,60,6Hyena Hide Jerkin,55,5,5,2, 0,,1.00,85,19768,62,1.5,1,13,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,4,34087,8192,21364,88,4Deathdealer's Vest,60,5,5,2, 0,,1.00,120,134962,69,5,1,28,19,497,,37,,,,,,8,8,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,4,31639,8192,19127,50,6Charred Leather Tunic,45,5,5,2, 0,,1.00,85,12258,72,1,1,8,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,4,18470,8192,10781,55,6Hakkari Breastplate,,5,5,2, 0,,1.00,85,15072,80,1,1,22,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,4,26514,8192,15825,59,6Traphook Jerkin,55,5,5,2, 0,,1.00,85,19302,96,1,1,,5,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,4,34900,8192,22409,63,5Tunic of the Crescent Moon,58,5,5,2, 0,,1.00,100,27461,99,5,1,14,,,,,12,11,,,,,,,,,,,,,,,15,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,4,35159,8192,22488,92,4Dreamwalker Tunic,60,5,5,2, 0,,1.00,120,160571,112,6,1,29,,521,,,29,19,,,,,,8,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,4,34644,8192,22113,60,4Feralheart Vest,,5,5,2, 0,,1.00,120,33313,141,5,1,17,16,513,,9,17,14,,,,,,4,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,4,30536,8192,16897,76,4Stormrage Chestguard,60,5,5,2, 0,,1.00,120,71351,148,3,1,20,,214,,,25,17,,,,1024,1024,,,10,10,,,42,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,4,35713,8192,23226,83,4Ghoul Skin Tunic,60,5,5,2, 0,,1.00,120,97150,149,6,1,22,40,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,4,21719,8192,11747,53,5Flamestrider Robes,48,5,20,2, 0,,1.00,100,16659,156,1,1,5,,,,,6,16,,,,,,,,10,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,4,35054,8192,22476,92,4Bonescythe Breastplate,60,5,5,2, 0,,1.00,120,165232,160,6,1,29,,524,,,,,,,,,,,,,,,,,,,,2,2,1,1,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,4,24066,8192,13378,58,5Songbird Blouse,53,5,5,2, 0,,1.00,100,21972,197,1,1,13,13,,,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,4,18386,8192,9473,49,5Jinxed Hoodoo Skin,44,5,5,2, 0,,1.00,100,13241,198,1,1,10,8,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,4,17100,8192,4119,43,6Raptor Hunter Tunic,28,5,5,2, 0,,1.00,85,7271,199,1,1,16,4,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,4,34689,8192,22009,60,4Darkmantle Tunic,,5,5,2, 0,,1.00,120,31970,212,5,1,15,,512,,31,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,4,33650,8192,16905,76,4Bloodfang Chestpiece,60,5,5,2, 0,,1.00,120,73480,214,3,1,17,12,213,,26,,,,,,8,8,,,10,10,,,,,,,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,4,34714,8192,22272,52,5Forest's Embrace,,5,5,2, 0,,1.00,100,15152,291,4,1,,,,,,8,7,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,4,17091,8192,6473,23,6Armor of the Fang,18,5,5,2, 0,,1.00,75,1010,309,1,1,,2,162,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,4,34717,8192,22274,52,5Grizzled Pelt,,5,5,2, 0,,1.00,100,15270,354,4,1,11,17,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,4,29974,8192,16706,63,5Wildheart Vest,58,5,5,2, 0,,1.00,100,27841,367,1,1,13,,185,,,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,4,29919,8192,17742,51,5Fungus Shroud Armor,46,5,5,2, 0,,1.00,100,14450,457,1,1,10,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,4,23266,8192,12793,55,5Mixologist's Tunic,50,5,5,2, 0,,1.00,100,19846,522,1,1,18,18,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,4,31797,8192,16833,66,4Cenarion Vestments,60,5,20,2, 0,,1.00,120,46439,529,1,1,23,,205,,,24,16,,,,1024,1024,3,,10,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,4,8725,8192,12603,61,5Nightbrace Tunic,56,5,5,2, 0,,1.00,100,25048,557,1,1,10,,,,5,,,,,,,,,,10,,10,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,4,19002,8192,11193,57,6Blazewind Breastplate,40,5,5,2, 0,,1.00,85,16938,601,1,1,5,3,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,4,17099,8192,18373,62,5Chestplate of Tranquility,57,5,5,2, 0,,1.00,100,28459,623,1.5,1,10,,,,,20,6,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,4,31105,8192,16820,66,4Nightslayer Chestpiece,60,5,5,2, 0,,1.00,120,43137,626,1,1,20,10,204,,29,,,,,,8,8,,,10,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,4,9123,8192,10399,24,5Blackened Defias Armor,19,5,5,2, 0,,1.00,90,1467,699,1,1,11,4,161,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,4,31934,8192,19405,75,4Malfurion's Blessed Bulwark,60,5,5,2, 0,,1.00,120,70277,893,3,1,22,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,4,8703,8192,2041,24,5Tunic of Westfall,14,5,5,2, 0,,1.00,90,1412,1060,1,1,5,,,,11,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,4,28632,8192,13944,62,5Tombstone Breastplate,57,5,5,2, 0,,1.00,100,26808,1307,1,1,10,10,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,4,28160,8192,16721,63,5Shadowcraft Tunic,58,5,5,2, 0,,1.00,100,30190,1736,1,1,13,,184,,26,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,4,23200,8192,12757,62,4Breastplate of Bloodthirst,57,5,5,2, 0,,1.00,120,35192,3815,1,1,20,13,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
172,4,25249,8192,14637,61,5Cadaverous Armor,56,5,5,2, 0,,1.00,100,25048,4645,1,1,,8,121,,8,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,4,25869,8192,14091,11,6Beaded Robe,6,5,20,1, 0,500,1.00,45,119,4,1},0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,4,26240,8192,14456,64,6Elunarian Vest,59,5,5,1, 0,,1.00,70,20230,4,1,0,12,5,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,12648,8192,6116,1,8Apprentice's Robe,1,5,20,1, 0,,1.00,35,1,5,1,0,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,4,14477,8192,2160,27,7Padded Armor,22,5,5,1, 0,,1.00,70,832,5,1,0,,,,,,,,4163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,4,25976,8192,14184,30,6Watcher's Robes,25,5,20,1, 0,6500,1.00,70,1716,5,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,4,19035,8192,1297,31,6Robes of the Shadowcaster,26,5,20,1, 0,6000,1.00,70,2038,5,1,0,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,4,26053,8192,14225,41,6Geomancer's Wraps,36,5,20,1, 0,,1.00,70,4694,5,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,4,26178,8192,14455,59,6Highborne Padded Armor,54,5,5,1, 0,50000,1.00,70,15792,5,1,0,,,,,,19,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,4,14551,8192,6561,21,6Seer's Padded Armor,16,5,5,1, 0,1169,1.00,60,675,6,1,0,3,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,4,26254,8192,14317,61,6Celestial Silk Robes,56,5,20,1, 0,,1.00,70,16633,6,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,4,16708,8192,3959,66,8Mesh Armor,61,5,5,1, 0,,1.00,70,8843,6,1,0,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,12680,8192,6144,1,8Neophyte's Robe,1,5,20,1, 0,,1.00,35,1,7,1,0,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,12681,8192,6119,1,8Neophyte's Robe,1,5,20,1, 0,,1.00,35,1,7,1,0,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,4,9996,8192,14158,26,6Pagan Vest,21,5,5,1, 0,2472,1.00,65,1236,7,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,4,25944,8192,9773,27,6Greenweave Robe,22,5,20,1, 0,2899,1.00,70,1369,7,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,4,26049,8192,14202,36,6Thistlefur Jerkin,31,5,5,1, 0,3000,1.00,70,3336,7,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,4,14646,8192,14249,47,6Lunar Vest,42,5,5,1, 0,10000,1.00,70,7559,7,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,4,26198,8192,14265,51,6Bloodwoven Wraps,46,5,20,1, 0,20000,1.00,70,9853,7,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,12649,8192,6140,1,8Apprentice's Robe,1,5,20,1, 0,,1.00,35,1,8,1,0,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,12647,8192,56,1,8Apprentice's Robe,1,5,20,1, 0,,1.00,35,1,8,1,0,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,4,14376,8192,1786,29,8Cross-stitched Vest,24,5,5,1, 0,300,1.00,70,683,8,1,0,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,4,12654,8192,2617,37,7Burning Robes,32,5,20,1, 0,,1.00,70,2198,8,1,0,,,,,,,,10991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,4,14484,8192,2429,37,7Russet Vest,32,5,5,1, 0,,1.00,70,2027,8,1,0,,,,,,,,10138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,4,28424,8192,9844,38,6Conjurer's Vest,33,5,5,1, 0,6000,1.00,70,3709,8,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,4,28993,8192,14326,63,6Resplendent Robes,58,5,20,1, 0,,1.00,70,19479,8,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,12646,8192,6129,1,8Acolyte's Robe,1,5,20,1, 0,,1.00,35,1,9,1,0,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,4,16654,8192,2114,8,7Snowy Robe,3,5,20,1, 0,,1.00,45,31,9,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,4,18122,8192,3569,26,6Vicar's Robe,21,5,20,1, 0,1999,1.00,65,1262,9,1,0,4,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,4,27751,8192,9791,29,6Ivycloth Tunic,24,5,5,1, 0,3000,1.00,70,1644,9,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,4,26174,8192,14434,49,6Windchaser Robes,44,5,20,1, 0,10000,1.00,70,8706,9,1,0,10,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,4,16589,8192,5109,17,7Stonesplinter Rags,12,5,5,1, 0,199,1.00,55,223,10,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,4,26017,8192,14213,37,6Vital Raiment,32,5,20,1, 0,3000,1.00,70,3553,10,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,4,16568,8192,3799,37,8Interlaced Vest,32,5,5,1, 0,900,1.00,70,1460,10,1,0,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,4,26161,8192,14427,49,6Windchaser Wraps,44,5,5,1, 0,,1.00,70,9124,10,1,0,10,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,4,26256,8192,14308,61,6Celestial Tunic,56,5,5,1, 0,,1.00,70,17799,10,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,4,26288,8192,14318,63,6Resplendent Tunic,58,5,5,1, 0,,1.00,70,18408,10,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,4,12393,8192,6243,18,6Green Woolen Robe,13,5,20,1, 0,,1.00,55,445,11,1,0,2,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,4,12682,8192,3019,18,6Noble's Robe,13,5,20,1, 0,1300,1.00,55,423,11,1,0,3,1,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,4,12701,8192,2616,23,7Shimmering Silk Robes,18,5,20,1, 0,,1.00,65,531,11,1,0,,,,,,,,2659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,4,25984,8192,14190,31,6Raincaller Vest,26,5,5,1, 0,8500,1.00,70,1932,11,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,4,26038,8192,14413,39,6Stonecloth Robe,34,5,20,1, 0,6000,1.00,70,3947,11,1,0,2,2,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,4,16718,8192,3943,43,8Crochet Vest,38,5,5,1, 0,,1.00,70,2244,11,1,0,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,4,26084,8192,14417,44,6Silksand Tunic,39,5,5,1, 0,6000,1.00,70,5888,11,1,0,,,,,,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,4,26192,8192,14267,51,6Bloodwoven Jerkin,46,5,5,1, 0,,1.00,70,9926,11,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,4,26157,8192,14453,59,6Highborne Robes,54,5,20,1, 0,99000,1.00,70,15677,11,1,0,,,,,,19,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
